order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit,order_year,order_month
O02445,2025-10-03,C0731,P1126,S044,In-Store,2,29.09,0.1,52.36,25.36,1.64,2025,October
O02446,2024-10-02,C0600,P0501,Online,Online,1,310.14,0.1,279.13,170.77,108.36,2024,October
O02447,2024-10-09,C0563,P0185,Online,Online,2,189.67,0.1,341.41,150.76,39.89,2024,October
O02448,2024-11-23,C0121,P0565,S026,In-Store,2,129.36,0.1,232.85,77.59,77.67,2024,November
O02449,2025-07-07,C0159,P1004,S051,In-Store,2,232.49,0.2,371.98,157.88,56.22,2025,July
O02450,2025-08-19,C0125,P0655,S035,In-Store,1,25.85,0.1,23.27,15.47,7.8,2025,August
O02451,2025-01-23,C0783,P0227,Online,Online,2,252.06,0.0,504.12,156.48,191.16,2025,January
O02452,2025-03-30,C0504,P0674,S008,In-Store,1,170.59,0.05,162.06,111.72,50.34,2025,March
O02453,2025-07-08,C0783,P1152,S006,In-Store,1,271.06,0.1,243.95,151.87,92.08,2025,July
O02454,2025-02-19,C0158,P0770,S040,In-Store,3,221.83,0.0,665.49,110.98,332.55,2025,February
O02455,2024-10-13,C0612,P0945,Online,Online,2,83.93,0.2,134.29,53.24,27.81,2024,October
O02456,2025-09-19,C0302,P0599,S047,In-Store,2,131.38,0.1,236.48,67.15,102.18,2025,September
O02457,2024-10-21,C0432,P0947,S002,In-Store,1,101.12,0.1,91.01,51.06,39.95,2024,October
O02458,2025-09-27,C0104,P0055,S003,In-Store,2,214.63,0.2,343.41,122.94,97.53,2025,September
O02459,2025-04-19,C0393,P0539,S030,In-Store,2,140.12,0.05,266.23,96.99,72.25,2025,April
O02460,2025-06-04,C0740,P0125,Online,Online,1,44.79,0.2,35.83,28.31,7.52,2025,June
O02461,2024-04-17,C0233,P1085,Online,Online,2,42.67,0.05,81.07,36.58,7.91,2024,April
O02462,2024-11-07,C0303,P0149,S032,In-Store,1,29.42,0.1,26.48,22.17,4.31,2024,November
O02463,2025-03-30,C0687,P0370,S010,In-Store,3,106.39,0.05,303.21,58.2,128.61,2025,March
O02464,2025-04-28,C0789,P0807,S025,In-Store,1,135.25,0.05,128.49,80.88,47.61,2025,April
O02465,2025-03-24,C0190,P1136,S019,In-Store,1,40.91,0.0,40.91,21.86,19.05,2025,March
O02466,2025-04-16,C0438,P0513,Online,Online,2,27.18,0.2,43.49,18.81,5.87,2025,April
O02467,2025-07-10,C0386,P0423,Online,Online,2,148.79,0.0,297.58,103.62,90.34,2025,July
O02468,2025-10-22,C0723,P0422,S013,In-Store,1,221.49,0.2,177.19,169.3,7.89,2025,October
O02469,2025-05-20,C0708,P0283,S008,In-Store,1,303.48,0.05,288.31,190.91,97.4,2025,May
O02470,2024-10-06,C0441,P1032,S038,In-Store,4,146.59,0.0,586.36,84.11,249.92,2024,October
O02471,2024-05-18,C0687,P0061,S033,In-Store,1,147.64,0.2,118.11,76.11,42.0,2024,May
O02472,2025-02-09,C0239,P0361,Online,Online,2,214.0,0.1,385.2,135.62,113.96,2025,February
O02473,2025-03-01,C0796,P0481,Online,Online,1,134.56,0.1,121.1,87.49,33.61,2025,March
O02474,2025-05-28,C0703,P1074,S038,In-Store,1,330.13,0.05,313.62,192.54,121.08,2025,May
O02475,2024-05-23,C0591,P0856,S057,In-Store,1,72.18,0.1,64.96,53.24,11.72,2024,May
O02476,2024-12-21,C0460,P0878,S049,In-Store,1,340.01,0.0,340.01,195.05,144.96,2024,December
O02477,2025-01-30,C0698,P0658,S003,In-Store,1,136.72,0.2,109.38,84.79,24.59,2025,January
O02478,2025-04-19,C0474,P1023,S022,In-Store,1,16.77,0.1,15.09,14.89,0.2,2025,April
O02479,2024-05-19,C0078,P0199,S001,In-Store,2,115.92,0.05,220.25,58.8,102.65,2024,May
O02480,2025-02-11,C0539,P0531,Online,Online,1,223.17,0.05,212.01,185.3,26.71,2025,February
O02481,2025-08-04,C0412,P0266,S013,In-Store,1,273.92,0.05,260.22,151.72,108.5,2025,August
O02482,2024-12-24,C0180,P0359,Online,In-Store,2,86.22,0.2,137.95,46.73,44.49,2024,December
O02483,2025-09-06,C0779,P0153,S053,In-Store,1,56.67,0.1,51.0,28.68,22.32,2025,September
O02484,2025-01-24,C0501,P0872,S031,In-Store,1,72.76,0.0,72.76,60.01,12.75,2025,January
O02485,2025-12-29,C0058,P0603,Online,Online,2,31.8,0.1,57.24,24.75,7.74,2025,December
O02486,2024-12-02,C0274,P1131,S035,In-Store,2,64.36,0.05,122.28,33.26,55.76,2024,December
O02487,2025-07-31,C0179,P0212,S037,In-Store,1,313.84,0.0,313.84,198.95,114.89,2025,July
O02488,2025-05-25,C0183,P0383,Online,Online,1,108.18,0.05,102.77,68.98,33.79,2025,May
O02489,2024-11-10,C0582,P1125,Online,Online,1,90.35,0.1,81.31,60.59,20.72,2024,November
O02490,2024-10-31,C0407,P0550,S004,In-Store,1,142.36,0.0,142.36,108.31,34.05,2024,October
O02491,2025-11-02,C0025,P0146,S056,In-Store,1,297.56,0.0,297.56,199.4,98.16,2025,November
O02492,2025-01-22,C0082,P0819,S028,In-Store,1,85.93,0.0,85.93,71.29,14.64,2025,January
O02493,2024-04-29,C0701,P0022,S018,In-Store,2,124.36,0.05,236.28,104.0,28.28,2024,April
O02494,2025-07-08,C0423,P0939,Online,Online,3,201.44,0.1,543.89,118.69,187.82,2025,July
O02495,2025-02-18,C0229,P0231,S028,In-Store,1,103.03,0.05,97.88,60.23,37.65,2025,February
O02496,2024-05-04,C0596,P0908,S015,In-Store,2,210.56,0.0,421.12,133.22,154.68,2024,May
O02497,2025-06-23,C0576,P0066,S048,In-Store,1,224.19,0.1,201.77,172.43,29.34,2025,June
O02498,2024-12-05,C0160,P0716,S039,In-Store,2,380.68,0.1,685.22,192.9,299.42,2024,December
O02499,2025-09-23,C0618,P0448,Online,In-Store,1,117.04,0.05,111.19,101.16,10.03,2025,September
O02500,2025-02-02,C0161,P1010,Online,Online,2,228.83,0.0,457.66,166.74,124.18,2025,February
O02501,2025-06-06,C0586,P0241,S014,In-Store,1,195.47,0.1,175.92,150.43,25.49,2025,June
O02502,2024-06-29,C0305,P1153,S003,In-Store,3,152.8,0.05,435.48,103.2,125.88,2024,June
O02503,2024-12-30,C0735,P0859,S041,In-Store,1,335.31,0.1,301.78,194.06,107.72,2024,December
O02504,2024-12-14,C0464,P0340,S019,In-Store,2,68.28,0.1,122.9,43.82,35.26,2024,December
O02505,2025-03-22,C0602,P1001,Online,Online,1,125.39,0.1,112.85,71.57,41.28,2025,March
O02506,2025-02-07,C0740,P0001,S034,In-Store,1,13.26,0.2,10.61,11.2,-0.59,2025,February
O02507,2025-07-29,C0002,P0857,S023,In-Store,1,17.94,0.2,14.35,10.57,3.78,2025,July
O02508,2025-03-06,C0022,P0347,Online,Online,1,63.73,0.0,63.73,38.25,25.48,2025,March
O02509,2024-10-29,C0105,P1157,S054,In-Store,1,35.5,0.05,33.73,26.33,7.4,2024,October
O02510,2025-08-13,C0169,P0381,S057,In-Store,1,169.3,0.1,152.37,107.47,44.9,2025,August
O02511,2024-05-12,C0306,P0487,S017,In-Store,2,134.85,0.1,242.73,112.2,18.33,2024,May
O02512,2025-12-08,C0035,P1197,Online,Online,2,252.57,0.05,479.88,154.11,171.66,2025,December
O02513,2024-08-08,C0197,P0506,Online,Online,2,76.44,0.0,152.88,44.45,63.98,2024,August
O02514,2024-11-24,C0250,P0732,Online,Online,2,186.46,0.05,354.27,95.93,162.41,2024,November
O02515,2024-08-14,C0667,P0678,S003,In-Store,1,109.85,0.0,109.85,74.79,35.06,2024,August
O02516,2024-11-22,C0746,P0463,S018,In-Store,2,192.98,0.1,347.36,114.83,117.7,2024,November
O02517,2024-12-06,C0699,P0068,Online,Online,1,111.71,0.2,89.37,82.7,6.67,2024,December
O02518,2024-10-10,C0567,P1147,Online,Online,2,262.37,0.05,498.5,151.81,194.88,2024,October
O02519,2025-08-14,C0773,P0502,Online,Online,2,256.28,0.05,486.93,165.85,155.23,2025,August
O02520,2025-03-07,C0252,P0807,Online,In-Store,1,135.25,0.2,108.2,80.88,27.32,2025,March
O02521,2025-11-08,C0550,P0054,S047,In-Store,2,315.6,0.05,599.64,178.49,242.66,2025,November
O02522,2025-02-04,C0373,P0551,S005,In-Store,1,170.18,0.05,161.67,143.77,17.9,2025,February
O02523,2025-04-03,C0058,P0909,S048,In-Store,1,224.22,0.2,179.38,112.27,67.11,2025,April
O02524,2024-10-03,C0626,P0274,S007,In-Store,3,285.95,0.05,814.96,198.93,218.17,2024,October
O02525,2025-10-13,C0508,P0822,Online,Online,1,79.83,0.2,63.86,55.27,8.59,2025,October
O02526,2025-01-04,C0602,P0761,Online,Online,1,240.31,0.0,240.31,125.81,114.5,2025,January
O02527,2025-04-25,C0393,P0373,S055,In-Store,2,124.26,0.1,223.67,105.48,12.71,2025,April
O02528,2024-12-10,C0579,P0416,S021,In-Store,2,166.68,0.0,333.36,149.54,34.28,2024,December
O02529,2024-10-04,C0185,P0810,S044,In-Store,1,235.44,0.05,223.67,143.76,79.91,2024,October
O02530,2025-02-20,C0381,P0475,S008,In-Store,3,213.94,0.2,513.46,117.58,160.72,2025,February
O02531,2024-12-26,C0280,P0969,S042,In-Store,2,171.98,0.2,275.17,90.71,93.75,2024,December
O02532,2025-01-29,C0105,P0290,S056,In-Store,1,209.97,0.2,167.98,105.5,62.48,2025,January
O02533,2025-11-26,C0784,P0468,Online,Online,1,146.22,0.05,138.91,97.85,41.06,2025,November
O02534,2025-08-01,C0545,P0550,S008,In-Store,1,142.36,0.1,128.12,108.31,19.81,2025,August
O02535,2024-06-01,C0170,P0216,Online,Online,2,328.08,0.05,623.35,190.95,241.45,2024,June
O02536,2024-05-11,C0363,P0020,S017,In-Store,1,165.62,0.05,157.34,137.66,19.68,2024,May
O02537,2025-04-30,C0142,P0205,S006,In-Store,4,14.31,0.1,51.52,7.9,19.92,2025,April
O02538,2025-10-24,C0050,P1059,S031,In-Store,2,121.32,0.2,194.11,109.33,-24.55,2025,October
O02539,2025-02-05,C0267,P0954,S008,In-Store,2,213.86,0.1,384.95,132.97,119.01,2025,February
O02540,2024-07-26,C0257,P0268,Online,Online,3,128.63,0.0,385.89,95.03,100.8,2024,July
O02541,2025-05-22,C0241,P0520,S043,In-Store,4,288.31,0.1,1037.92,170.34,356.56,2025,May
O02542,2025-08-02,C0552,P0224,S047,In-Store,2,11.66,0.0,23.32,6.19,10.94,2025,August
O02543,2025-04-29,C0555,P0989,S027,In-Store,2,220.95,0.2,353.52,186.64,-19.76,2025,April
O02544,2024-08-01,C0588,P0406,S056,In-Store,2,76.46,0.05,145.27,54.72,35.83,2024,August
O02545,2024-12-08,C0603,P0595,S027,In-Store,1,277.06,0.1,249.35,158.47,90.88,2024,December
O02546,2025-03-26,C0632,P0117,Online,Online,1,197.56,0.2,158.05,116.12,41.93,2025,March
O02547,2025-11-14,C0681,P0593,S017,In-Store,1,71.58,0.0,71.58,37.74,33.84,2025,November
O02548,2025-08-21,C0341,P1031,S022,In-Store,1,119.03,0.05,113.08,94.94,18.14,2025,August
O02549,2025-10-19,C0554,P0351,S020,In-Store,1,170.33,0.2,136.26,106.14,30.12,2025,October
O02550,2025-11-04,C0489,P0276,S011,In-Store,1,112.54,0.0,112.54,60.94,51.6,2025,November
O02551,2024-10-04,C0272,P0814,S042,In-Store,1,222.65,0.05,211.52,157.04,54.48,2024,October
O02552,2025-06-20,C0221,P0653,S005,In-Store,2,62.89,0.2,100.62,48.34,3.94,2025,June
O02553,2025-02-16,C0162,P0353,Online,Online,10,157.81,0.1,1420.3,123.96,180.7,2025,February
O02554,2025-11-04,C0108,P1092,Online,Online,2,48.28,0.2,77.25,34.56,8.13,2025,November
O02555,2025-03-23,C0307,P0915,Online,Online,1,287.43,0.2,229.94,184.23,45.71,2025,March
O02556,2025-03-19,C0778,P0515,S041,In-Store,5,29.47,0.0,147.35,18.34,55.65,2025,March
O02557,2025-09-08,C0173,P0332,Online,Online,3,159.7,0.1,431.19,102.16,124.71,2025,September
O02558,2024-07-04,C0583,P1174,Online,Online,1,95.11,0.0,95.11,65.08,30.03,2024,July
O02559,2025-05-23,C0620,P0855,S053,In-Store,2,147.61,0.2,236.18,125.53,-14.88,2025,May
O02560,2025-10-18,C0419,P0816,Online,Online,1,235.03,0.1,211.53,146.6,64.93,2025,October
O02561,2025-11-02,C0053,P1189,S012,In-Store,1,252.18,0.05,239.57,132.49,107.08,2025,November
O02562,2025-01-15,C0291,P0080,Online,Online,1,117.89,0.05,112.0,91.22,20.78,2025,January
O02563,2025-08-26,C0051,P0172,S015,In-Store,2,89.42,0.1,160.96,62.21,36.54,2025,August
O02564,2024-08-12,C0551,P0363,Online,Online,1,382.32,0.1,344.09,193.08,151.01,2024,August
O02565,2025-07-12,C0095,P0177,S014,In-Store,2,128.6,0.2,205.76,91.14,23.48,2025,July
O02566,2024-10-06,C0711,P0095,S001,In-Store,2,145.13,0.05,275.75,80.95,113.85,2024,October
O02567,2024-09-01,C0674,P0076,S017,In-Store,3,114.03,0.2,273.67,83.47,23.26,2024,September
O02568,2025-01-15,C0701,P0856,S003,In-Store,1,72.18,0.2,57.74,53.24,4.5,2025,January
O02569,2024-06-26,C0132,P0800,Online,Online,2,100.39,0.1,180.7,78.13,24.44,2024,June
O02570,2025-06-20,C0586,P0666,Online,Online,2,78.53,0.05,149.21,65.86,17.49,2025,June
O02571,2025-11-05,C0433,P0184,S027,In-Store,1,207.61,0.05,197.23,118.02,79.21,2025,November
O02572,2024-06-25,C0689,P0227,Online,Online,1,252.06,0.05,239.46,156.48,82.98,2024,June
O02573,2024-11-07,C0117,P0025,S050,In-Store,3,83.7,0.1,225.99,51.97,70.08,2024,November
O02574,2024-06-22,C0095,P0891,Online,Online,2,183.58,0.05,348.8,115.51,117.78,2024,June
O02575,2025-03-13,C0398,P0714,Online,Online,2,219.22,0.1,394.6,133.22,128.16,2025,March
O02576,2025-01-29,C0766,P0402,S029,In-Store,1,19.94,0.2,15.95,14.14,1.81,2025,January
O02577,2025-01-03,C0397,P1071,S017,In-Store,1,145.95,0.2,116.76,95.48,21.28,2025,January
O02578,2025-03-04,C0770,P0064,S044,In-Store,1,17.33,0.05,16.46,9.83,6.63,2025,March
O02579,2025-01-02,C0618,P0598,Online,Online,1,169.19,0.0,169.19,93.0,76.19,2025,January
O02580,2025-02-06,C0438,P0142,S054,In-Store,1,132.42,0.1,119.18,96.4,22.78,2025,February
O02581,2025-09-28,C0563,P0903,Online,Online,1,221.79,0.0,221.79,165.61,56.18,2025,September
O02582,2025-05-21,C0506,P1156,Online,Online,1,31.98,0.1,28.78,22.03,6.75,2025,May
O02583,2024-09-14,C0042,P0345,Online,Online,1,270.31,0.05,256.79,136.39,120.4,2024,September
O02584,2024-06-22,C0273,P0547,Online,Online,2,235.33,0.2,376.53,147.83,80.87,2024,June
O02585,2025-01-24,C0275,P0707,S021,In-Store,2,185.84,0.05,353.1,101.02,151.06,2025,January
O02586,2025-06-09,C0398,P1172,Online,Online,1,354.52,0.0,354.52,179.72,174.8,2025,June
O02587,2024-06-17,C0300,P1097,S014,In-Store,1,165.33,0.2,132.26,131.32,0.94,2024,June
O02588,2025-07-17,C0140,P0856,S002,In-Store,1,72.18,0.1,64.96,53.24,11.72,2025,July
O02589,2025-01-06,C0177,P0405,S046,In-Store,1,226.02,0.1,203.42,114.67,88.75,2025,January
O02590,2024-04-20,C0012,P0006,S014,In-Store,2,233.12,0.1,419.62,147.3,125.02,2024,April
O02591,2024-09-29,C0320,P0986,S017,In-Store,2,250.43,0.05,475.82,135.06,205.7,2024,September
O02592,2025-03-05,C0743,P0570,Online,Online,1,245.4,0.0,245.4,182.12,63.28,2025,March
O02593,2024-08-08,C0033,P1191,S030,In-Store,1,199.61,0.0,199.61,101.14,98.47,2024,August
O02594,2024-09-19,C0437,P0102,S054,In-Store,2,221.14,0.2,353.82,153.44,46.94,2024,September
O02595,2025-02-11,C0300,P0454,S058,In-Store,1,57.81,0.1,52.03,39.64,12.39,2025,February
O02596,2025-03-05,C0468,P0104,S024,In-Store,1,237.61,0.0,237.61,131.78,105.83,2025,March
O02597,2024-04-25,C0462,P0719,S016,In-Store,3,330.88,0.2,794.11,196.36,205.03,2024,April
O02598,2025-08-14,C0134,P0794,S025,In-Store,2,278.03,0.0,556.06,176.16,203.74,2025,August
O02599,2025-04-03,C0304,P0178,S052,In-Store,2,129.07,0.0,258.14,94.08,69.98,2025,April
O02600,2024-09-01,C0152,P0927,S044,In-Store,1,33.5,0.05,31.82,21.59,10.23,2024,September
O02601,2025-05-15,C0112,P0022,S019,In-Store,2,124.36,0.1,223.85,104.0,15.85,2025,May
O02602,2025-08-31,C0465,P1151,S018,In-Store,3,258.14,0.05,735.7,196.34,146.68,2025,August
O02603,2024-11-01,C0770,P0877,Online,Online,1,238.06,0.0,238.06,179.66,58.4,2024,November
O02604,2025-06-26,C0253,P0909,Online,Online,3,224.22,0.2,538.13,112.27,201.32,2025,June
O02605,2025-12-27,C0251,P0432,Online,Online,3,95.18,0.2,228.43,49.8,79.03,2025,December
O02606,2024-11-26,C0681,P0432,Online,Online,3,95.18,0.2,228.43,49.8,79.03,2024,November
O02607,2025-04-10,C0698,P0246,S008,In-Store,2,40.0,0.05,76.0,34.44,7.12,2025,April
O02608,2025-03-02,C0430,P0840,S030,In-Store,2,61.12,0.1,110.02,39.44,31.14,2025,March
O02609,2024-09-10,C0629,P0033,S028,In-Store,3,288.63,0.2,692.71,158.0,218.71,2024,September
O02610,2025-02-23,C0514,P0674,S051,In-Store,2,170.59,0.0,341.18,111.72,117.74,2025,February
O02611,2024-05-05,C0769,P0420,S013,In-Store,1,291.86,0.1,262.67,183.8,78.87,2024,May
O02612,2024-10-02,C0173,P1054,S055,In-Store,1,193.12,0.2,154.5,143.87,10.63,2024,October
O02613,2024-07-16,C0024,P0644,S040,In-Store,2,177.67,0.1,319.81,104.75,110.31,2024,July
O02614,2025-01-28,C0686,P0619,S008,In-Store,1,181.23,0.0,181.23,113.49,67.74,2025,January
O02615,2025-07-29,C0060,P0537,S035,In-Store,1,101.98,0.2,81.58,76.7,4.88,2025,July
O02616,2025-12-14,C0783,P0159,S025,In-Store,3,223.52,0.2,536.45,165.01,41.42,2025,December
O02617,2025-06-17,C0400,P0421,Online,Online,1,322.09,0.0,322.09,189.31,132.78,2025,June
O02618,2024-09-01,C0411,P0333,S043,In-Store,3,18.57,0.0,55.71,9.52,27.15,2024,September
O02619,2024-11-19,C0594,P1190,Online,Online,3,305.51,0.0,916.53,181.82,371.07,2024,November
O02620,2025-02-07,C0580,P1098,S031,In-Store,1,91.83,0.0,91.83,63.28,28.55,2025,February
O02621,2025-05-05,C0428,P0661,S049,In-Store,2,104.14,0.05,197.87,58.34,81.19,2025,May
O02622,2024-08-29,C0238,P0949,Online,Online,2,65.96,0.0,131.92,34.58,62.76,2024,August
O02623,2025-09-17,C0315,P0537,Online,Online,3,101.98,0.1,275.35,76.7,45.25,2025,September
O02624,2025-07-16,C0211,P0510,S042,In-Store,2,156.58,0.05,297.5,142.22,13.06,2025,July
O02625,2024-08-01,C0089,P0486,S019,In-Store,1,92.81,0.0,92.81,58.6,34.21,2024,August
O02626,2025-06-01,C0367,P1158,S026,In-Store,2,275.48,0.2,440.77,175.62,89.53,2025,June
O02627,2025-12-16,C0389,P0367,Online,Online,1,201.12,0.1,181.01,158.65,22.36,2025,December
O02628,2025-10-26,C0449,P0388,Online,Online,2,300.86,0.1,541.55,197.3,146.95,2025,October
O02629,2024-06-02,C0543,P0332,S017,In-Store,1,159.7,0.05,151.71,102.16,49.55,2024,June
O02630,2025-07-18,C0524,P0569,S015,In-Store,3,18.44,0.0,55.32,10.75,23.07,2025,July
O02631,2025-05-03,C0596,P0154,S034,In-Store,3,179.52,0.0,538.56,112.41,201.33,2025,May
O02632,2025-05-04,C0514,P0011,S024,In-Store,1,144.13,0.1,129.72,109.16,20.56,2025,May
O02633,2025-01-22,C0694,P0233,S041,In-Store,1,82.28,0.0,82.28,63.78,18.5,2025,January
O02634,2024-10-04,C0666,P0517,S037,In-Store,1,203.43,0.05,193.26,172.69,20.57,2024,October
O02635,2024-07-21,C0669,P1046,Online,Online,2,206.49,0.0,412.98,141.93,129.12,2024,July
O02636,2025-03-26,C0459,P0094,Online,Online,2,105.62,0.0,211.24,69.52,72.2,2025,March
O02637,2024-06-05,C0159,P0844,S002,In-Store,3,106.04,0.2,254.5,72.11,38.17,2024,June
O02638,2025-07-13,C0208,P0063,S034,In-Store,2,243.6,0.0,487.2,185.52,116.16,2025,July
O02639,2025-02-26,C0067,P0930,Online,Online,2,201.43,0.05,382.72,135.99,110.74,2025,February
O02640,2025-01-19,C0615,P0849,S041,In-Store,2,111.61,0.1,200.9,66.13,68.64,2025,January
O02641,2025-11-02,C0539,P0668,S001,In-Store,1,153.87,0.0,153.87,89.56,64.31,2025,November
O02642,2025-02-11,C0528,P1039,S021,In-Store,1,171.77,0.05,163.18,101.39,61.79,2025,February
O02643,2024-10-28,C0478,P0564,Online,Online,3,331.22,0.2,794.93,166.92,294.17,2024,October
O02644,2025-03-14,C0433,P0093,S046,In-Store,1,243.56,0.2,194.85,140.32,54.53,2025,March
O02645,2025-08-09,C0175,P0967,S008,In-Store,2,177.85,0.0,355.7,94.1,167.5,2025,August
O02646,2025-05-19,C0543,P0273,S015,In-Store,1,125.14,0.0,125.14,85.9,39.24,2025,May
O02647,2025-12-30,C0650,P0358,S026,In-Store,1,224.02,0.05,212.82,191.29,21.53,2025,December
O02648,2025-03-18,C0270,P0574,Online,Online,1,224.11,0.1,201.7,157.47,44.23,2025,March
O02649,2025-08-15,C0390,P0376,S021,In-Store,2,79.72,0.2,127.55,56.0,15.55,2025,August
O02650,2025-03-06,C0083,P0365,Online,Online,1,251.05,0.1,225.95,130.95,95.0,2025,March
O02651,2025-07-22,C0673,P0292,Online,Online,1,106.04,0.1,95.44,58.28,37.16,2025,July
O02652,2025-04-01,C0610,P0038,S017,In-Store,1,179.66,0.05,170.68,95.21,75.47,2025,April
O02653,2025-11-07,C0469,P0745,Online,Online,3,16.81,0.05,47.91,9.63,19.02,2025,November
O02654,2025-01-02,C0272,P1167,S052,In-Store,1,55.44,0.0,55.44,27.8,27.64,2025,January
O02655,2025-10-14,C0385,P0919,Online,Online,3,285.64,0.1,771.23,166.01,273.2,2025,October
O02656,2024-10-11,C0325,P0272,S057,In-Store,3,43.92,0.1,118.58,22.88,49.94,2024,October
O02657,2025-04-10,C0363,P0455,S027,In-Store,1,349.41,0.1,314.47,193.71,120.76,2025,April
O02658,2024-09-17,C0081,P1091,S050,In-Store,1,57.04,0.1,51.34,34.03,17.31,2024,September
O02659,2025-06-03,C0285,P0033,S055,In-Store,1,288.63,0.2,230.9,158.0,72.9,2025,June
O02660,2025-07-18,C0278,P1044,S007,In-Store,1,32.81,0.1,29.53,17.17,12.36,2025,July
O02661,2025-07-26,C0583,P0925,S015,In-Store,1,65.74,0.1,59.17,48.31,10.86,2025,July
O02662,2024-09-21,C0729,P0819,S012,In-Store,3,85.93,0.05,244.9,71.29,31.03,2024,September
O02663,2025-07-03,C0039,P0780,S029,In-Store,2,253.19,0.2,405.1,194.67,15.76,2025,July
O02664,2025-01-20,C0075,P0264,S019,In-Store,2,69.39,0.2,111.02,40.26,30.5,2025,January
O02665,2024-11-26,C0682,P0356,Online,Online,1,98.78,0.0,98.78,61.12,37.66,2024,November
O02666,2024-11-28,C0190,P1074,S010,In-Store,1,330.13,0.2,264.1,192.54,71.56,2024,November
O02667,2024-10-02,C0131,P0022,S025,In-Store,2,124.36,0.0,248.72,104.0,40.72,2024,October
O02668,2024-11-16,C0582,P1194,S012,In-Store,2,50.75,0.1,91.35,33.5,24.35,2024,November
O02669,2025-10-08,C0604,P0316,S047,In-Store,1,150.05,0.05,142.55,95.84,46.71,2025,October
O02670,2024-12-22,C0769,P1132,S055,In-Store,2,117.68,0.2,188.29,77.83,32.63,2024,December
O02671,2024-10-27,C0475,P1014,S011,In-Store,3,184.27,0.1,497.53,155.05,32.38,2024,October
O02672,2024-05-04,C0444,P0025,S015,In-Store,1,83.7,0.1,75.33,51.97,23.36,2024,May
O02673,2025-06-28,C0050,P1071,S051,In-Store,2,145.95,0.1,262.71,95.48,71.75,2025,June
O02674,2024-07-13,C0252,P0195,S038,In-Store,2,151.18,0.05,287.24,77.35,132.54,2024,July
O02675,2024-06-17,C0613,P0173,Online,Online,4,209.18,0.05,794.88,115.36,333.44,2024,June
O02676,2025-01-25,C0030,P0009,S018,In-Store,1,250.87,0.1,225.78,173.96,51.82,2025,January
O02677,2024-07-03,C0674,P0955,S009,In-Store,2,222.1,0.0,444.2,113.68,216.84,2024,July
O02678,2024-09-06,C0312,P0464,S055,In-Store,1,30.5,0.1,27.45,25.66,1.79,2024,September
O02679,2025-01-02,C0577,P0144,Online,Online,2,13.11,0.0,26.22,10.04,6.14,2025,January
O02680,2025-08-15,C0528,P1177,S009,In-Store,1,59.49,0.2,47.59,42.92,4.67,2025,August
O02681,2024-10-06,C0605,P1106,S020,In-Store,1,88.1,0.2,70.48,52.32,18.16,2024,October
O02682,2025-01-05,C0760,P0277,Online,Online,2,239.39,0.0,478.78,124.99,228.8,2025,January
O02683,2025-07-03,C0726,P0309,Online,Online,5,364.92,0.05,1733.37,199.47,736.02,2025,July
O02684,2025-07-02,C0237,P0063,S031,In-Store,2,243.6,0.2,389.76,185.52,18.72,2025,July
O02685,2024-12-02,C0104,P0534,S039,In-Store,1,53.64,0.2,42.91,29.75,13.16,2024,December
O02686,2025-06-06,C0582,P1116,S052,In-Store,1,207.01,0.0,207.01,176.53,30.48,2025,June
O02687,2024-10-19,C0378,P0823,S056,In-Store,1,121.11,0.0,121.11,85.42,35.69,2024,October
O02688,2025-01-13,C0674,P0746,Online,Online,1,28.27,0.0,28.27,15.58,12.69,2025,January
O02689,2024-12-24,C0418,P0837,Online,Online,1,231.93,0.2,185.54,171.59,13.95,2024,December
O02690,2024-12-05,C0491,P0313,S041,In-Store,2,258.17,0.1,464.71,161.71,141.29,2024,December
O02691,2024-04-12,C0006,P0634,Online,Online,1,116.61,0.1,104.95,76.83,28.12,2024,April
O02692,2025-01-19,C0123,P0334,S004,In-Store,3,135.83,0.05,387.12,118.75,30.87,2025,January
O02693,2024-09-03,C0633,P0646,S006,In-Store,2,230.95,0.0,461.9,172.99,115.92,2024,September
O02694,2025-04-18,C0501,P1015,Online,Online,1,164.79,0.05,156.55,94.58,61.97,2025,April
O02695,2025-09-10,C0358,P0127,Online,Online,1,89.43,0.0,89.43,62.77,26.66,2025,September
O02696,2025-05-20,C0780,P0367,S009,In-Store,3,201.12,0.1,543.02,158.65,67.07,2025,May
O02697,2024-12-30,C0762,P1195,S004,In-Store,2,21.82,0.05,41.46,15.31,10.84,2024,December
O02698,2024-06-17,C0198,P0430,S012,In-Store,2,126.13,0.1,227.03,78.96,69.11,2024,June
O02699,2025-03-16,C0300,P0635,Online,Online,1,80.35,0.2,64.28,52.18,12.1,2025,March
O02700,2024-05-01,C0623,P0000,S031,In-Store,2,64.65,0.2,103.44,52.75,-2.06,2024,May
O02701,2025-07-16,C0767,P1094,S008,In-Store,1,137.56,0.05,130.68,79.96,50.72,2025,July
O02702,2024-12-15,C0067,P0010,S030,In-Store,1,99.46,0.2,79.57,77.19,2.38,2024,December
O02703,2025-09-25,C0796,P0146,S040,In-Store,4,297.56,0.0,1190.24,199.4,392.64,2025,September
O02704,2025-08-17,C0704,P1141,S022,In-Store,2,83.18,0.0,166.36,51.9,62.56,2025,August
